timestamp_iso,session_ms,sample_idx,acc_x,acc_y,acc_z,useracc_x,useracc_y,useracc_z,gravity_x,gravity_y,gravity_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg,pitch_deg,roll_deg,pressure_hpa,label
2025-10-22T18:57:23.239128,50,0,-7.405050,5.656950,3.496950,-0.847888,-0.024939,0.100057,-6.557162,5.681889,3.396893,-0.288063,-2.827825,-0.719125,567.975037,-1132.481323,-18.393751,31.659,48.073,58.277,,Marmaray 
2025-10-22T18:57:23.289560,101,1,-5.709000,3.931950,7.494000,0.683431,-1.171001,2.935556,-6.392431,5.102951,4.558444,-0.754737,-3.492913,-0.341412,560.550049,-1130.025024,-17.475000,61.796,34.003,27.685,,Marmaray 
2025-10-22T18:57:23.339253,150,2,-3.871950,4.825050,8.743951,1.563165,-0.006944,2.230109,-5.435115,4.831994,6.513842,-0.265238,-2.398962,0.450450,555.131287,-1128.262573,-17.381250,59.928,21.191,28.891,,Marmaray 
2025-10-22T18:57:23.389465,200,3,-3.106050,4.834950,9.345000,1.503625,-0.045564,1.773989,-4.609675,4.880514,7.571011,0.236088,-1.925275,0.288612,548.868774,-1127.268799,-16.518751,60.509,16.447,27.356,,Marmaray 
2025-10-22T18:57:23.443485,254,4,-3.304050,4.933050,8.269951,0.701983,0.127583,0.259706,-4.006033,4.805467,8.010245,-0.110825,-0.171463,0.443987,547.331299,-1127.512573,-16.087502,59.486,18.938,30.816,,Marmaray 
2025-10-22T18:57:23.493999,305,5,-2.956950,5.142000,7.165950,0.683989,0.215893,-0.647548,-3.640939,4.926107,7.813498,-0.008525,-0.403562,0.297137,546.375000,-1126.556274,-16.612501,57.500,18.534,35.662,,Marmaray 
2025-10-22T18:57:23.541640,353,6,-2.856000,5.163000,7.150950,0.399258,0.150985,-0.337272,-3.255258,5.012015,7.488222,-0.394625,-0.930325,0.197175,545.212524,-1125.431274,-15.675000,57.461,17.942,35.829,,Marmaray 
2025-10-22T18:57:23.591084,402,7,-2.224050,4.806000,8.686951,0.727045,-0.193289,0.851985,-2.951095,4.999289,7.834966,-0.949437,-0.438625,0.128975,543.975037,-1122.431274,-15.450001,60.101,12.627,28.953,,Marmaray 
2025-10-22T18:57:23.640875,452,8,-2.433000,3.879000,9.927000,0.164503,-0.570036,1.391064,-2.597503,4.449036,8.535936,-1.856387,0.428725,0.350350,544.968750,-1118.887573,-14.887501,61.993,12.859,21.343,,Marmaray 
2025-10-22T18:57:23.690245,501,9,-2.322000,3.484050,8.896951,0.189442,-0.631383,0.173481,-2.511442,4.115433,8.723470,-1.325637,0.460625,0.194975,547.518799,-1112.925049,-14.493751,61.755,13.659,21.385,,Marmaray 
2025-10-22T18:57:23.740159,551,10,-2.097000,3.151050,10.006050,0.198082,-0.561252,0.703606,-2.295082,3.712302,9.302444,0.660275,-0.322575,0.226875,548.681274,-1110.750000,-14.850000,62.381,11.304,17.480,,Marmaray 
2025-10-22T18:57:23.790184,601,11,-2.730000,3.202050,8.502001,-0.307627,-0.302721,-0.675611,-2.422373,3.504771,9.177612,1.402087,-0.103400,0.283388,549.562500,-1112.287598,-14.362500,61.957,16.725,20.638,,Marmaray 
2025-10-22T18:57:23.839489,650,12,-1.762050,4.344000,7.519950,0.449950,0.637710,-1.002905,-2.212000,3.706290,8.522855,0.595100,0.056238,0.643088,549.337524,-1114.593750,-14.306251,59.343,11.469,30.013,,Marmaray 
2025-10-22T18:57:23.889390,700,13,-1.687950,4.918950,7.285950,0.326048,0.792295,-0.793859,-2.013998,4.126655,8.079809,-0.261937,-0.022550,0.371662,550.875000,-1118.756348,-12.768750,58.005,10.869,34.024,,Marmaray 
2025-10-22T18:57:23.939516,751,14,-1.393050,4.464000,8.581051,0.448344,0.176054,0.677352,-1.841394,4.287946,7.903699,-0.542575,-0.865425,0.212025,552.093750,-1120.631348,-13.687501,60.221,8.195,27.484,,Marmaray 
2025-10-22T18:57:23.989670,801,15,-0.580950,4.093050,10.333950,0.809660,-0.208924,1.523104,-1.390610,4.301974,8.810846,-0.372900,-0.297137,-0.012512,553.593750,-1122.787598,-13.537500,61.766,2.992,21.607,,Marmaray 
2025-10-22T18:57:24.039715,851,16,-2.290950,3.649950,9.238050,-0.550989,-0.297113,0.085973,-1.739961,3.947063,9.152077,0.127325,-0.088550,0.124712,555.131287,-1123.875000,-12.956250,61.593,12.988,21.559,,Marmaray 
2025-10-22T18:57:24.089488,900,17,-1.519950,4.291050,9.124950,0.193286,0.273367,-0.048017,-1.713236,4.017683,9.172967,0.194837,-0.218350,0.374825,555.618774,-1126.181274,-12.581250,60.772,8.572,25.185,,Marmaray 
2025-10-22T18:57:24.139629,951,18,-1.132050,4.572000,8.362950,0.314674,0.248380,-0.545256,-1.446724,4.323620,8.908206,-0.121688,-0.124712,0.065175,555.712524,-1127.325073,-11.906250,59.965,6.774,28.665,,Marmaray 
2025-10-22T18:57:24.189542,1001,19,-1.201050,4.192950,8.941051,0.150831,-0.138476,0.041755,-1.351881,4.331426,8.899296,-0.254375,-0.189612,-0.084837,555.037537,-1127.718750,-11.625000,60.907,6.934,25.124,,Marmaray 
2025-10-22T18:57:24.239580,1051,20,-1.162950,3.823950,9.670951,0.150825,-0.271604,0.426530,-1.313775,4.095554,9.244421,-0.015125,-0.018288,0.054587,552.375000,-1127.643799,-12.131250,61.808,6.381,21.574,,Marmaray 
2025-10-22T18:57:24.289914,1101,21,-1.126950,4.063950,9.415051,0.093168,-0.020226,0.013299,-1.220118,4.084176,9.401752,0.359012,0.098725,0.074800,547.556274,-1129.143799,-9.093750,61.710,6.271,23.347,,Marmaray 
2025-10-22T18:57:24.339484,1150,22,-0.675000,4.476000,7.756950,0.466934,0.284811,-0.908391,-1.141934,4.191189,8.665341,0.377575,-0.241725,0.093912,544.518799,-1131.393799,-6.656250,60.432,4.310,29.986,,Marmaray 
2025-10-22T18:57:24.389506,1200,23,-1.144050,3.676050,8.217000,-0.144481,-0.499648,-0.292168,-0.999569,4.175698,8.509168,-0.058575,-0.047025,-0.214775,542.025024,-1135.331299,-3.450000,61.920,7.243,24.102,,Marmaray 
2025-10-22T18:57:24.439508,1250,24,-1.185000,3.832050,8.490001,-0.086228,-0.163934,0.058132,-1.098772,3.995984,8.431869,-0.077138,-0.207762,0.075763,540.993774,-1136.381348,-3.581250,61.947,7.250,24.293,,Marmaray 
2025-10-22T18:57:24.489764,1301,25,-0.901950,3.573000,9.463051,0.018347,-0.349566,0.520580,-0.920297,3.922566,8.942471,0.093637,0.042350,-0.042350,538.593750,-1137.431274,-6.281250,62.850,5.096,20.685,,Marmaray 
2025-10-22T18:57:24.539531,1351,26,-1.386000,4.011000,8.722950,-0.301857,0.114357,-0.181709,-1.084143,3.896643,8.904659,0.181775,0.270187,0.210925,537.318787,-1137.150024,-7.387500,61.996,8.215,24.694,,Marmaray 
2025-10-22T18:57:24.589724,1401,27,-0.712950,4.711050,8.656051,0.247688,0.486422,-0.193643,-0.960638,4.224628,8.849694,0.108900,0.366987,0.287650,534.375000,-1136.456299,-9.243751,61.376,4.138,28.557,,Marmaray 
2025-10-22T18:57:24.639936,1451,28,-0.885000,5.074950,8.575951,0.021720,0.574190,-0.146811,-0.906720,4.500760,8.722762,-0.016225,0.229625,0.113025,532.425049,-1136.681274,-8.868751,60.857,5.075,30.616,,Marmaray 
2025-10-22T18:57:24.689654,1501,29,-0.724950,5.779050,9.220950,0.148817,0.834817,0.272895,-0.873767,4.944233,8.948055,0.114262,0.158400,-0.178475,530.981262,-1138.106323,-8.418751,60.649,3.811,32.077,,Marmaray 
2025-10-22T18:57:24.739574,1551,30,-0.885000,4.275000,10.615050,-0.113557,-0.663476,1.290653,-0.771443,4.938476,9.324397,-0.489363,0.326562,-0.694650,531.525024,-1139.081299,-7.931250,62.988,4.422,21.936,,Marmaray 
2025-10-22T18:57:24.789576,1601,31,-2.476050,3.316950,11.320951,-0.671709,-1.267636,0.407374,-1.804341,4.584586,10.913577,-1.567088,1.958962,-0.369050,534.562500,-1137.318848,-9.000000,63.771,11.854,16.330,,Marmaray 
2025-10-22T18:57:24.839795,1651,32,-2.665050,3.919950,7.711950,-0.548614,-0.270967,-2.294321,-2.116436,4.190917,10.006271,-1.227875,1.417350,0.256712,537.768799,-1134.787598,-11.100000,61.360,17.122,26.944,,Marmaray 
2025-10-22T18:57:24.889574,1701,33,-1.714050,3.762000,7.848001,0.342309,-0.486735,-1.015716,-2.056359,4.248735,8.863716,-0.129250,-0.197038,0.268400,538.312500,-1130.662598,-12.037500,61.525,11.142,25.611,,Marmaray 
2025-10-22T18:57:24.939626,1751,34,-3.867000,1.528050,7.081950,-1.262362,-1.816310,-1.095818,-2.604638,3.344360,8.177768,-0.655738,0.783063,0.489775,538.781250,-1129.443848,-12.506250,65.875,28.091,12.176,,Marmaray 
2025-10-22T18:57:24.989655,1801,35,-1.434000,4.809000,7.903050,0.857670,1.057377,-0.168867,-2.291670,3.751623,8.071917,0.218763,0.641575,1.701975,540.956299,-1125.731323,-14.437501,59.705,8.811,31.320,,Marmaray 
2025-10-22T18:57:25.039761,1851,36,-3.508050,3.060000,5.836950,-0.961330,-0.601358,-1.753675,-2.546720,3.661358,7.590625,1.184562,0.564850,0.725038,542.568787,-1125.412598,-15.300000,61.589,28.026,27.666,,Marmaray 
2025-10-22T18:57:25.089693,1901,37,-3.361950,0.364050,8.689051,-0.038889,-2.453367,1.441606,-3.323061,2.817417,7.247445,-0.392563,-1.619887,0.116187,541.818787,-1125.768799,-14.437501,65.860,21.135,2.399,,Marmaray 
2025-10-22T18:57:25.139927,1951,38,-1.860000,3.163050,10.468950,1.199270,0.364404,2.432388,-3.059270,2.798646,8.036562,0.285037,-3.170475,0.789937,539.587524,-1125.112549,-13.031251,63.165,9.652,16.811,,Marmaray 
