timestamp_iso,session_ms,sample_idx,acc_x,acc_y,acc_z,useracc_x,useracc_y,useracc_z,gravity_x,gravity_y,gravity_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg,pitch_deg,roll_deg,pressure_hpa,label
2025-10-27T19:12:53.032171,50,0,0.818817,4.491522,9.220370,-0.165301,-0.126091,0.167115,0.984118,4.617613,9.053255,0.076511,0.037645,0.065134,-38.579998,-7.860000,-32.040001,-167.037,-4.565,25.972,,subway
2025-10-27T19:12:53.081896,100,1,0.818817,4.491522,9.220370,0.175122,0.300479,0.377793,0.643695,4.191043,8.842577,-0.521526,0.361403,-0.069868,-38.639999,-10.860000,-33.239998,-170.358,-4.565,25.972,,subway
2025-10-27T19:12:53.132308,150,2,0.818817,4.491522,9.220370,0.175122,0.300479,0.377793,0.643695,4.191043,8.842577,-0.521526,0.361403,-0.069868,-38.639999,-10.860000,-33.239998,-170.358,-4.565,25.972,,subway
2025-10-27T19:12:53.182705,201,3,-0.699107,2.806004,8.518868,0.175122,0.300479,0.377793,-0.874229,2.505525,8.141075,-0.521526,0.361403,-0.069868,-38.639999,-10.860000,-33.239998,178.765,4.457,18.231,,subway
2025-10-27T19:12:53.231981,250,4,-0.699107,2.806004,8.518868,0.175122,0.300479,0.377793,-0.874229,2.505525,8.141075,-0.521526,0.361403,-0.069868,-38.639999,-10.860000,-33.239998,178.765,4.457,18.231,,subway
2025-10-27T19:12:53.281973,300,5,-0.699107,2.806004,8.518868,0.354418,0.864413,-1.035748,-1.053525,1.941591,9.554616,1.177290,0.077962,0.246560,-31.260000,-1.140000,-36.239998,-164.442,4.457,18.231,,subway
2025-10-27T19:12:53.331957,350,6,-0.699107,2.806004,8.518868,0.354418,0.864413,-1.035748,-1.053525,1.941591,9.554616,1.177290,0.077962,0.246560,-31.260000,-1.140000,-36.239998,-164.442,4.457,18.231,,subway
2025-10-27T19:12:53.382040,400,7,-1.575385,3.191471,8.236353,0.354418,0.864413,-1.035748,-1.929803,2.327057,9.272100,1.177290,0.077962,0.246560,-31.260000,-1.140000,-36.239998,-165.154,10.112,21.181,,subway
2025-10-27T19:12:53.431986,450,8,-1.575385,3.191471,8.236353,-3.185261,-0.645714,-0.643661,1.609877,3.837185,8.880014,-0.082314,-2.961704,0.072464,-31.260000,-1.140000,-36.239998,-165.154,10.112,21.181,,subway
2025-10-27T19:12:53.482033,500,9,-1.575385,3.191471,8.236353,-3.185261,-0.645714,-0.643661,1.609877,3.837185,8.880014,-0.082314,-2.961704,0.072464,-43.559998,-8.460000,-22.799999,176.897,10.112,21.181,,subway
